Insee - Statistiques locales; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; 
Code;Libellé;Nb de femmes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb de femmes de 15 à 64 ans par tranche d'âge 2021;Nb de femmes de 15 à 64 ans par tranche d'âge 2021;Nb de femmes de 15 à 64 ans par tranche d'âge 2021
02052;Bassoles-Aulers;11;32;4;21;8;45;7;27
02053;Vallées en Champagne;44;183;29;100;54;183;32;108
02054;Bazoches-et-Saint-Thibaut;31;162;25;100;37;169;28;109
02055;Beaumé;7;25;4;16;5;23;4;13
02056;Beaumont-en-Beine;9;63;12;44;7;58;12;37
02057;Beaurevoir;81;430;96;230;104;395;76;238
02058;Beaurieux;35;266;52;171;43;251;48;167
02059;Beautor;184;789;176;428;185;767;151;432
02060;Beauvois-en-Vermandois;18;84;13;51;20;75;11;46
02061;Becquigny;12;84;15;53;15;78;12;54
02062;Belleau;12;42;9;24;9;38;4;22
02063;Bellenglise;18;110;16;77;17;123;22;83
02064;Belleu;253;948;175;523;250;1043;186;604
02065;Bellicourt;37;178;35;103;39;174;31;106
02066;Benay;24;57;6;35;17;64;11;29
02067;Bergues-sur-Sambre;18;61;8;38;15;66;11;37
02068;Berlancourt;2;25;5;16;4;21;1;18
02069;Berlise;5;26;4;19;4;26;3;18
02070;Bernot;30;139;26;78;35;134;26;78
02071;Berny-Rivière;50;192;32;118;42;201;33;117
02072;Berrieux;13;56;4;42;10;58;5;40
02073;Berry-au-Bac;33;237;34;166;37;197;26;138
02074;Bertaucourt-Epourdon;39;182;30;117;35;174;24;111
02075;Berthenicourt;17;57;3;32;23;62;6;39
02076;Bertricourt;11;58;13;32;12;48;6;32
02078;Besmé;11;52;13;29;10;52;11;30
02079;Besmont;16;45;3;24;18;42;8;18
02080;Besny-et-Loizy;37;104;18;45;41;111;15;59
02081;Béthancourt-en-Vaux;39;147;23;86;38;146;24;83
02082;Beugneux;7;39;2;24;13;36;6;24
02083;Beuvardes;51;244;41;157;46;227;30;147
02084;Bézu-le-Guéry;12;87;10;58;19;73;8;53
02085;Bézu-Saint-Germain;55;337;66;203;67;324;53;217
02086;Bichancourt;70;310;51;192;67;302;51;181
02087;Bieuxy;1;11;1;8;2;9;0;8
02088;Bièvres;3;24;5;13;6;26;4;19
02089;Billy-sur-Aisne;95;318;52;194;72;346;57;194
02090;Billy-sur-Ourcq;15;59;8;38;13;64;11;38
02091;Blanzy-lès-Fismes;8;25;1;20;4;24;1;15
02093;Blérancourt;79;362;78;216;69;365;67;219
02094;Blesmes;24;145;35;83;27;138;16;98
02095;Bohain-en-Vermandois;381;1674;386;923;366;1702;361;959
02096;Bois-lès-Pargny;19;57;9;29;18;62;10;33
02097;Boncourt;21;79;14;42;23;75;9;45
02098;Bonneil;29;121;21;69;31;114;19;66
02099;Bonnesvalyn;17;74;8;49;17;74;13;44
02100;Bony;11;45;6;28;11;43;7;25
02101;Bosmont-sur-Serre;12;49;6;32;10;46;7;26
02102;Bouconville-Vauclair;11;52;10;33;8;59;11;36
02103;Boué;74;400;90;242;68;372;72;225
02104;Bouffignereux;9;28;4;14;11;30;2;19
02105;Bouresches;16;56;7;32;18;57;8;33
02106;Bourg-et-Comin;46;221;34;140;48;219;37;137
02107;Bourguignon-sous-Coucy;9;32;4;17;11;30;6;15
02108;Bourguignon-sous-Montbavin;8;45;5;29;10;45;7;30
02109;La Bouteille;32;139;22;82;35;137;18;87
02110;Braine;158;635;122;376;137;626;89;379
02111;Brancourt-en-Laonnois;49;203;34;139;30;231;54;128
02112;Brancourt-le-Grand;35;176;21;116;39;175;23;116
02114;Brasles;117;410;84;244;82;472;73;282
02115;Braye-en-Laonnois;13;62;14;35;13;53;9;30
02116;Braye-en-Thiérache;11;40;5;20;16;35;4;20
02117;Bray-Saint-Christophe;8;24;6;13;5;24;6;10
02118;Braye;8;38;2;24;12;39;6;25
02119;Brécy;28;110;23;56;31;103;11;64
02120;Brenelle;12;56;6;36;14;60;13;35
02121;Breny;15;80;17;47;16;65;11;39
02122;Brie;5;15;5;4;6;15;2;8
02123;Brissay-Choigny;15;89;12;56;21;95;14;66
02124;Brissy-Hamégicourt;49;206;36;116;54;190;27;114
02125;Brumetz;15;58;10;38;11;70;16;40
02126;Brunehamel;34;119;29;66;24;122;18;71
02127;Bruyères-sur-Fère;14;57;7;29;21;60;11;35
02128;Bruyères-et-Montbérault;106;422;71;237;114;418;65;247
02129;Bruys;0;7;0;4;3;4;0;4
02130;Bucilly;11;57;8;33;16;47;5;31
02131;Bucy-le-Long;133;574;98;355;121;564;87;344
02132;Bucy-lès-Cerny;12;59;8;40;12;59;8;40
02133;Bucy-lès-Pierrepont;33;113;20;66;27;136;21;82
02134;Buire;66;258;55;144;60;252;40;146
02135;Buironfosse;74;355;66;208;82;310;39;196
02136;Burelles;16;43;8;25;10;42;7;18
02137;Bussiares;5;50;11;29;10;50;12;32
02138;Buzancy;11;53;7;31;15;53;5;36
02139;Caillouël-Crépigny;25;113;14;77;22;127;20;83
02140;Camelin;27;147;39;75;34;138;24;87
02141;La Capelle;118;483;87;270;126;518;104;296
02142;Castres;13;79;13;48;17;79;13;52
02143;Le Catelet;14;51;16;24;11;52;6;32
02144;Caulaincourt;9;49;9;28;13;47;9;30
02145;Caumont;44;180;32;106;42;172;23;105
02146;Celles-lès-Condé;7;29;6;17;7;30;4;19
02148;Celles-sur-Aisne;16;91;12;58;21;77;17;45
02149;Cerizy;4;18;2;12;4;19;4;11
02150;Cerny-en-Laonnois;5;22;5;11;6;16;1;10
02151;Cerny-lès-Bucy;13;39;9;17;13;37;5;19
02152;Cerseuil;5;23;1;17;6;24;5;15
02153;Cessières-Suzy;52;252;47;149;57;235;28;155
02154;Chacrise;29;108;10;71;26;115;9;77
02155;Chaillevois;17;55;9;32;13;53;7;29
02156;Chalandry;13;82;16;51;15;71;7;50
02157;Chambry;62;230;40;132;58;240;31;147
02158;Chamouille;15;90;20;57;13;82;15;52
02159;Champs;21;96;16;54;25;89;13;55
02160;Chaourse;26;157;30;93;34;142;29;87
02162;La Chapelle-sur-Chézy;22;88;14;56;18;91;13;56
02163;Charly-sur-Marne;188;753;148;435;170;784;138;458
02164;Le Charmel;26;92;17;54;21;101;16;59
02165;Charmes;103;462;91;268;102;482;92;287
02166;Chartèves;31;115;17;70;27;117;10;75
02167;Chassemy;51;297;56;183;58;268;41;177
02168;Château-Thierry;971;4413;870;2739;805;4617;861;2785
02169;Châtillon-lès-Sons;6;28;2;18;8;23;2;15
02170;Châtillon-sur-Oise;8;42;9;23;10;34;3;23
02171;Chaudardes;7;26;3;16;6;29;3;18
02172;Chaudun;15;85;15;54;16;86;14;57
02173;Chauny;827;3464;871;1878;716;3558;680;2051
02174;Chavignon;59;246;41;158;47;269;47;164
02175;Chavigny;6;55;9;33;13;50;10;33
02176;Chavonne;16;65;12;39;14;70;9;45
02177;Chérêt;16;38;7;25;6;41;2;24
02178;Chermizy-Ailles;5;35;5;24;6;36;7;24
02179;Chéry-Chartreuve;22;126;14;85;28;106;15;69
02180;Chéry-lès-Pouilly;48;226;43;135;49;222;35;140
02181;Chéry-lès-Rozoy;10;28;6;17;6;27;6;11
02182;Chevennes;7;36;6;19;12;41;8;26
02183;Chevregny;16;56;8;33;15;56;5;35
02184;Chevresis-Monceau;18;98;19;55;23;90;16;56
02185;Chézy-en-Orxois;24;115;17;79;18;113;17;73
02186;Chézy-sur-Marne;103;349;46;222;81;377;51;223
02187;Chierry;77;320;50;194;76;332;46;209
02188;Chigny;15;35;4;20;11;41;4;21
02189;Chivres-en-Laonnois;34;127;24;75;28;108;17;56
02190;Chivres-Val;39;153;30;94;29;156;21;95
02191;Chivy-lès-Étouvelles;38;148;21;87;40;156;26;92
02192;Chouy;20;144;27;82;35;108;10;78
02193;Cierges;3;14;0;9;5;20;5;11
02194;Cilly;14;54;9;31;14;46;2;30
02195;Ciry-Salsogne;72;290;58;177;56;283;41;170
02196;Clacy-et-Thierret;28;90;14;54;22;92;15;49
02197;Clairfontaine;34;152;21;98;33;173;40;98
02198;Clamecy;16;65;12;36;17;62;12;35
02199;Clastres;24;192;35;118;39;172;24;124
02200;Clermont-les-Fermes;8;39;7;22;10;34;6;21
02201;Cœuvres-et-Valsery;21;122;17;78;27;123;19;83
02203;Coincy;66;379;75;231;73;373;69;238
02204;Coingt;3;18;2;9;7;15;2;10
02205;Colligis-Crandelain;17;58;8;40;11;73;14;43
02206;Colonfay;4;19;3;10;5;17;3;10
02207;Commenchon;6;68;11;46;11;69;14;49
02208;Concevreux;18;94;12;61;21;81;14;49
02209;Condé-en-Brie;40;203;38;125;40;196;32;124
02210;Condé-sur-Aisne;17;118;22;73;23;103;16;69
02211;Condé-sur-Suippe;22;108;12;68;28;97;6;69
02212;Condren;57;212;40;109;62;210;39;114
02213;Connigis;23;112;19;75;18;95;15;58
02214;Contescourt;3;26;7;14;5;19;2;14
02215;Corbeny;48;255;46;170;39;246;44;154
02216;Corcy;22;95;11;65;19;89;9;59
02217;Coucy-le-Château-Auffrique;64;296;55;179;62;284;46;174
02218;Coucy-lès-Eppes;38;203;33;132;38;185;30;117
02219;Coucy-la-Ville;12;56;11;36;9;63;21;30
02220;Coulonges-Cohan;36;136;16;92;28;136;15;85
02221;Coupru;10;60;9;31;19;43;3;29
02222;Courbes;1;11;3;5;4;9;0;8
02223;Courboin;20;104;13;62;29;98;16;62
02224;Courcelles-sur-Vesle;21;98;15;59;24;109;26;62
02225;Courchamps;5;25;3;16;6;20;3;12
02226;Courmelles;117;565;117;326;122;551;96;338
02227;Courmont;9;33;4;21;8;32;3;20
02228;Courtemont-Varennes;20;107;18;67;22;93;12;60
02229;Courtrizy-et-Fussigny;3;22;5;10;7;18;3;12
02230;Couvrelles;19;53;10;29;13;63;5;39
02231;Couvron-et-Aumencourt;51;290;67;183;40;286;44;191
02232;Coyolles;23;185;37;85;63;91;16;52
02233;Cramaille;9;47;9;26;12;49;12;28
02234;Craonne;8;25;3;15;7;27;4;15
02235;Craonnelle;7;35;4;22;9;29;4;18
02236;Crécy-au-Mont;24;98;13;66;19;93;14;54
02237;Crécy-sur-Serre;86;450;82;277;92;449;90;273
02238;Crépy;131;527;96;321;110;550;94;326
02239;Crézancy;76;392;109;211;71;390;76;239
02240;Croix-Fonsomme;10;60;12;39;10;51;3;39
02241;La Croix-sur-Ourcq;7;36;6;20;10;31;5;19
02242;Crouttes-sur-Marne;48;207;26;137;44;202;27;127
02243;Crouy;202;880;200;464;216;880;163;516
02244;Crupilly;3;24;8;12;4;18;3;12
02245;Cuffies;135;618;227;277;114;540;131;275
02246;Cugny;51;188;28;111;49;190;27;112
02248;Cuirieux;8;55;17;27;11;44;9;27
02249;Cuiry-Housse;7;35;6;23;6;25;3;15
02250;Cuiry-lès-Chaudardes;3;29;5;20;4;21;4;14
02251;Cuiry-lès-Iviers;3;7;2;5;0;7;1;3
02252;Cuissy-et-Geny;7;25;3;13;9;21;1;13
02253;Cuisy-en-Almont;29;108;13;66;29;120;20;71
02254;Cutry;8;41;3;27;11;45;6;31
02255;Cys-la-Commune;6;54;7;32;15;45;7;32
02256;Dagny-Lambercy;12;29;5;16;8;34;4;18
02257;Dallon;26;121;15;80;25;128;14;87
02258;Dammard;27;126;18;78;29;121;22;71
02259;Dampleux;36;138;28;68;41;132;20;76
02260;Danizy;41;180;36;104;40;181;20;121
02261;Dercy;22;132;24;82;27;112;22;68
02262;Deuillet;14;65;11;42;12;65;13;38
02263;Dhuizel;10;40;8;21;11;34;5;19
02264;Dizy-le-Gros;52;232;50;131;50;211;35;124
02265;Dohis;4;20;3;13;4;21;5;12
02266;Dolignon;5;12;1;5;5;12;1;5
02267;Dommiers;17;107;20;64;23;92;8;67
02268;Domptin;41;227;41;142;45;202;34;127
02269;Dorengt;5;53;8;35;10;47;8;34
02270;Douchy;5;53;5;43;5;45;9;30
02271;Dravegny;9;40;6;24;10;40;6;25
02272;Droizy;4;29;5;17;7;25;6;15
02273;Dury;11;60;5;44;11;60;9;40
02274;Ébouleau;17;59;12;28;19;65;11;37
02275;Effry;24;100;16;60;24;93;13;56
02276;Englancourt;12;44;5;22;17;35;7;17
02277;Épagny;21;108;25;66;18;112;22;70
02278;Éparcy;4;9;0;4;6;8;2;2
02279;Épaux-Bézu;43;193;32;110;51;170;19;108
02280;Épieds;29;136;22;90;24;124;18;77
02281;L'Épine-aux-Bois;16;93;14;56;22;72;13;43
02282;Eppes;28;138;28;81;29;133;22;83
02283;Erlon;21;88;12;51;25;96;19;55
02284;Erloy;6;35;9;16;10;26;6;14
02286;Esquéhéries;57;254;38;156;60;251;46;149
02287;Essigny-le-Grand;90;277;38;166;73;312;38;183
02288;Essigny-le-Petit;24;110;20;66;25;107;17;67
02289;Essises;35;129;20;80;29;134;25;74
02290;Essômes-sur-Marne;170;885;158;529;198;807;140;497
02291;Estrées;20;129;31;74;24;108;17;71
02292;Étampes-sur-Marne;106;423;75;247;101;414;63;245
02293;Étaves-et-Bocquiaux;37;169;44;94;32;158;23;99
02294;Étouvelles;16;56;9;27;20;56;5;35
02295;Étréaupont;52;263;47;167;49;239;46;141
02296;Étreillers;79;327;51;204;71;322;50;194
02297;Étrépilly;8;39;5;22;11;40;6;25
02298;Étreux;125;469;74;268;128;458;94;240
02299;Évergnicourt;34;180;18;105;57;155;16;106
02302;Faverolles;20;119;19;75;26;114;25;68
02303;Fayet;49;195;23;125;47;187;19;119
02304;La Fère;178;811;172;512;127;931;214;538
02305;Fère-en-Tardenois;212;773;147;452;174;807;134;461
02306;La Ferté-Chevresis;36;168;22;113;33;159;36;87
02307;La Ferté-Milon;132;623;126;368;128;598;91;375
02308;Fesmy-le-Sart;32;170;23;103;44;143;25;86
02309;Festieux;41;215;44;142;29;228;45;142
02310;Fieulaine;18;86;11;50;24;66;6;42
02311;Filain;6;39;5;26;8;37;8;23
02312;La Flamengrie;79;341;73;185;83;318;45;194
02313;Flavigny-le-Grand-et-Beaurain;30;134;26;74;33;131;28;73
02315;Flavy-le-Martel;107;473;94;273;106;466;65;294
02316;Fleury;13;40;7;21;13;36;4;20
02317;Fluquières;17;65;7;37;21;62;7;38
02318;Folembray;107;458;78;260;121;431;70;254
02319;Fonsomme;41;153;23;97;33;164;28;95
02320;Fontaine-lès-Clercs;27;82;10;43;29;77;12;39
02321;Fontaine-lès-Vervins;58;275;60;159;56;261;42;162
02322;Fontaine-Notre-Dame;27;122;20;75;26;111;17;66
02323;Fontaine-Uterte;10;38;5;23;11;44;6;29
02324;Fontenelle;18;91;17;57;17;82;14;50
02326;Fontenoy;45;132;16;78;39;135;18;71
02327;Foreste;7;40;8;25;7;50;15;29
02328;Fossoy;59;161;21;74;66;178;29;90
02329;Fourdrain;30;127;22;74;31;135;26;80
02330;Francilly-Selency;27;179;41;102;36;173;34;111
02331;Franqueville;9;37;9;17;10;33;5;18
02332;Fresnes-en-Tardenois;19;85;14;49;22;77;9;49
02333;Fresnes-sous-Coucy;10;54;12;35;7;46;6;30
02334;Fresnoy-le-Grand;202;885;180;493;212;894;185;507
02335;Fressancourt;14;67;11;36;21;51;5;32
02336;Frières-Faillouël;70;314;55;190;69;309;54;186
02337;Froidestrées;16;55;7;35;13;58;8;34
02338;Froidmont-Cohartille;12;77;5;53;19;73;11;50
02339;Gandelu;35;233;38;156;39;199;33;131
02340;Gauchy;397;1499;316;824;359;1586;258;931
02341;Gercy;23;84;10;49;25;72;10;38
02342;Gergny;13;49;10;23;16;43;8;22
02343;Germaine;9;27;5;16;5;30;4;16
02345;Gibercourt;1;12;0;9;3;11;1;9
02346;Gizy;47;197;39;100;57;182;29;106
02347;Gland;30;137;23;81;33;121;18;73
02349;Goudelancourt-lès-Berrieux;4;13;3;8;2;20;7;9
02350;Goudelancourt-lès-Pierrepont;10;38;5;27;7;36;7;20
02351;Goussancourt;6;36;4;25;7;37;9;22
02352;Gouy;45;182;38;109;35;163;19;99
02353;Grandlup-et-Fay;20;97;18;57;22;81;10;50
02354;Grandrieux;2;24;10;12;2;20;7;11
02355;Gricourt;67;326;48;213;65;331;46;217
02356;Grisolles;10;69;10;50;9;67;10;47
02357;Gronard;2;24;7;8;8;21;6;13
02358;Grougis;29;107;17;56;34;96;13;53
02359;Grugies;93;391;68;242;81;386;36;257
02360;Villeneuve-sur-Aisne;153;815;151;513;151;841;130;559
02361;Guise;337;1306;294;722;290;1322;262;722
02362;Guivry;22;77;14;46;17;72;12;38
02363;Guny;24;126;17;71;37;101;11;65
02364;Guyencourt;20;92;15;51;26;80;16;44
02366;Hannapes;21;102;13;73;16;91;8;61
02367;Happencourt;8;55;8;39;7;47;7;31
02368;Haramont;49;177;25;103;49;190;43;98
02369;Harcigny;18;76;13;38;25;73;9;46
02370;Hargicourt;26;178;32;119;27;165;24;115
02371;Harly;131;416;71;230;114;454;63;260
02372;Hartennes-et-Taux;27;102;11;65;26;109;16;67
02373;Hary;14;61;11;40;10;52;7;31
02374;Lehaucourt;58;259;46;154;58;256;42;157
02375;Hautevesnes;5;53;8;34;10;51;11;34
02376;Hauteville;16;58;10;32;15;57;12;28
02377;Haution;12;46;8;24;14;36;1;23
02378;La Hérie;9;40;6;22;12;31;7;15
02379;Le Hérie-la-Viéville;14;49;5;25;20;68;14;40
02380;Hinacourt;1;10;3;5;2;7;0;6
02381;Hirson;590;2508;602;1422;484;2583;578;1416
02382;Holnon;100;387;60;245;82;409;50;260
02383;Homblières;126;433;71;240;122;457;74;258
02384;Houry;2;19;6;9;3;19;3;14
02385;Housset;19;44;3;27;13;50;7;23
02386;Iron;16;66;11;37;18;58;12;30
02387;Itancourt;86;303;47;184;72;312;39;187
02388;Iviers;20;59;6;32;21;60;8;32
02389;Jaulgonne;37;194;40;114;40;183;20;125
02390;Jeancourt;17;90;12;62;16;81;8;55
02391;Jeantes;15;61;8;40;14;59;7;38
02392;Joncourt;27;99;16;58;25;103;14;62
02393;Jouaignes;6;45;6;29;11;41;3;33
02395;Jumencourt;9;48;12;26;10;32;4;19
02396;Jumigny;3;27;7;17;3;16;2;12
02397;Jussy;83;369;68;231;70;380;70;226
02398;Juvigny;17;87;14;53;20;94;16;61
02399;Juvincourt-et-Damary;33;188;39;116;32;178;30;116
02400;Laffaux;13;49;7;33;9;49;9;27
02401;Laigny;16;63;9;38;16;54;9;29
02402;Lanchy;2;12;1;9;2;10;1;7
02403;Landifay-et-Bertaignemont;13;82;13;47;21;70;10;48
02404;Landouzy-la-Cour;12;57;16;31;10;56;11;32
02405;Landouzy-la-Ville;27;151;22;96;33;152;26;98
02406;Landricourt;12;41;5;24;12;38;8;18
02407;Laniscourt;17;70;12;38;19;75;11;46
02408;Laon;1652;7619;1718;4595;1306;7472;1641;4178
02409;Lappion;22;81;8;51;22;88;17;49
02410;Largny-sur-Automne;27;85;11;48;26;82;14;41
02411;Latilly;14;66;12;42;12;72;13;45
02412;Launoy;6;34;5;23;6;31;7;18
02413;Laval-en-Laonnois;18;82;11;44;27;81;11;51
02414;Lavaqueresse;13;57;8;34;15;64;11;40
02415;Laversine;5;51;9;30;12;50;7;38
02416;Lemé;32;117;14;74;29;110;14;64
02417;Lempire;10;40;4;28;8;34;3;21
02418;Lerzy;15;63;7;40;16;68;12;41
02419;Leschelle;19;81;10;44;27;77;21;37
02420;Lesdins;62;236;39;140;57;244;43;139
02421;Lesges;3;21;2;15;3;26;3;20
02422;Lesquielles-Saint-Germain;63;250;43;138;70;257;49;145
02423;Leuilly-sous-Coucy;22;136;30;82;24;138;32;84
02424;Leury;2;29;5;19;5;22;5;15
02425;Leuze;13;53;13;27;13;50;11;26
02426;Levergies;37;159;24;103;32;179;32;110
02427;Lhuys;6;53;7;34;12;38;5;27
02428;Licy-Clignon;6;24;8;13;3;24;3;15
02429;Lierval;7;37;6;24;7;31;2;22
02430;Liesse-Notre-Dame;84;351;64;212;76;397;74;239
02431;Liez;19;126;20;70;35;97;16;63
02432;Limé;15;57;10;30;17;61;12;34
02433;Lislet;23;63;8;37;17;64;7;33
02435;Logny-lès-Aubenton;7;26;4;12;10;25;9;9
02438;Longpont;24;80;14;43;23;78;12;43
02439;Les Septvallons;74;399;68;246;86;381;67;240
02440;Lor;13;38;7;23;9;38;6;20
02441;Louâtre;15;60;8;35;16;56;6;35
02442;Loupeigne;7;27;4;15;9;31;3;22
02443;Lucy-le-Bocage;13;70;15;37;18;64;12;38
02444;Lugny;12;43;4;23;15;36;3;21
02445;Luzoir;6;89;14;54;20;64;11;46
02446;Ly-Fontaine;7;40;7;24;9;40;7;26
02447;Maast-et-Violaine;11;53;7;29;18;41;7;23
02448;Mâchecourt;8;36;6;19;11;33;7;18
02449;Macogny;4;20;4;13;3;23;7;12
02450;Macquigny;16;122;23;72;27;107;26;65
02451;Magny-la-Fosse;9;36;4;21;11;36;2;25
02452;Maissemy;11;71;11;46;14;74;15;48
02453;Maizy;22;140;21;89;30;119;14;83
02454;La Malmaison;27;137;22;96;20;121;17;77
02455;Malzy;21;56;6;32;18;62;7;33
02456;Manicamp;32;84;11;41;31;85;9;44
02457;Marchais;27;116;20;69;27;125;21;77
02458;Dhuys et Morin-en-Brie;62;252;37;143;72;252;42;148
02459;Marcy;14;45;6;26;12;46;10;22
02460;Marcy-sous-Marle;11;74;11;47;16;60;11;38
02461;Marest-Dampcourt;27;121;17;83;21;106;9;69
02462;Mareuil-en-Dôle;13;83;13;56;14;67;6;48
02463;Marfontaine;5;26;8;14;3;23;2;15
02464;Margival;24;116;13;75;28;104;16;64
02465;Marigny-en-Orxois;31;161;19;113;29;168;16;121
02466;Marizy-Sainte-Geneviève;9;45;4;27;13;37;2;25
02467;Marizy-Saint-Mard;3;16;2;10;5;15;1;12
02468;Marle;142;663;138;367;157;625;121;361
02469;Marly-Gomont;35;139;20;81;37;133;20;77
02470;Martigny;27;139;20;87;32;119;20;72
02471;Martigny-Courpierre;13;42;4;31;7;42;6;23
02472;Mauregny-en-Haye;19;126;20;76;30;114;18;77
02473;Mayot;10;83;18;52;13;63;10;42
02474;Mennessis;18;122;21;80;22;112;20;74
02476;Mennevret;47;217;31;132;54;199;31;121
02477;Mercin-et-Vaux;58;268;43;166;59;276;50;168
02478;Merlieux-et-Fouquerolles;12;80;15;49;16;82;11;59
02480;Mesbrecourt-Richecourt;22;109;8;71;30;89;9;58
02481;Mesnil-Saint-Laurent;36;139;29;68;42;132;18;78
02482;Meurival;2;20;2;14;4;13;2;9
02483;Mézières-sur-Oise;38;150;22;86;43;153;22;92
02484;Mézy-Moulins;29;167;34;94;40;154;25;100
02485;Missy-aux-Bois;6;29;3;20;6;30;7;17
02486;Missy-lès-Pierrepont;4;39;8;26;5;33;2;27
02487;Missy-sur-Aisne;60;198;34;106;58;191;24;107
02488;Molain;12;39;2;27;10;48;10;26
02489;Molinchart;26;112;18;69;25;107;10;71
02490;Monampteuil;12;36;2;19;15;40;5;23
02491;Monceau-le-Neuf-et-Faucouzy;20;110;21;57;32;100;16;64
02492;Monceau-lès-Leups;35;133;18;75;40;141;18;88
02493;Monceau-le-Waast;11;68;14;45;9;62;10;41
02494;Monceau-sur-Oise;7;39;9;23;7;36;7;22
02495;Mondrepuis;65;313;43;192;78;315;54;196
02496;Monnes;5;29;2;22;6;30;6;20
02497;Mons-en-Laonnois;74;340;72;199;69;342;52;216
02498;Montaigu;40;235;41;150;43;224;36;147
02499;Montbavin;1;13;4;7;1;13;4;7
02500;Montbrehain;49;266;63;147;56;227;32;146
02501;Montchâlons;4;23;1;13;8;22;3;15
02502;Montcornet;106;377;64;212;101;367;70;191
02503;Mont-d'Origny;84;256;38;143;75;254;35;134
02504;Montescourt-Lizerolles;109;517;115;302;99;491;85;297
02505;Montfaucon;11;70;9;46;15;54;5;38
02506;Montgobert;18;67;11;41;16;62;12;33
02507;Montgru-Saint-Hilaire;1;9;0;6;3;7;1;5
02508;Monthenault;5;47;10;28;9;38;7;26
02509;Monthiers;13;47;9;28;9;59;15;30
02510;Monthurel;12;47;8;29;9;45;8;24
02511;Montigny-en-Arrouaise;25;109;21;61;27;96;22;49
02512;Montigny-l'Allier;16;85;12;57;16;86;13;57
02513;Montigny-le-Franc;15;40;2;27;11;39;4;20
02514;Montigny-Lengrain;60;239;37;148;54;229;37;132
02515;Montigny-lès-Condé;4;15;1;11;3;15;1;10
02516;Montigny-sous-Marle;6;19;3;14;2;17;0;11
02517;Montigny-sur-Crécy;20;95;15;61;19;91;15;55
02518;Montlevon;26;100;14;64;22;90;11;53
02519;Montloué;14;58;11;32;15;58;15;29
02520;Mont-Notre-Dame;40;227;25;158;44;211;29;141
02521;Montreuil-aux-Lions;84;419;67;251;101;417;76;257
02522;Mont-Saint-Jean;5;23;3;17;3;24;6;13
02523;Mont-Saint-Martin;5;28;10;14;4;21;3;13
02524;Mont-Saint-Père;50;225;49;131;46;203;25;128
02525;Morcourt;48;156;27;83;45;168;21;99
02526;Morgny-en-Thiérache;3;35;6;24;4;25;3;19
02527;Morsain;36;158;20;105;33;143;21;86
02528;Mortefontaine;25;72;7;38;26;71;8;38
02529;Mortiers;13;55;10;32;14;58;10;36
02530;Moulins;7;25;4;16;5;21;2;12
02531;Moussy-Verneuil;12;40;6;25;9;38;5;21
02532;Moÿ-de-l'Aisne;64;298;48;182;68;291;40;187
02533;Muret-et-Crouttes;8;36;7;26;3;33;4;21
02534;Muscourt;3;13;4;7;2;11;0;8
02535;Nampcelles-la-Cour;7;38;4;25;9;31;8;16
02536;Nampteuil-sous-Muret;1;26;6;14;6;23;7;16
02537;Nanteuil-la-Fosse;10;75;14;50;12;54;4;40
02538;Nanteuil-Notre-Dame;6;22;1;16;5;20;0;14
02539;Nauroy;50;214;38;120;56;213;36;127
02540;Nesles-la-Montagne;97;343;61;201;81;400;68;235
02541;Neufchâtel-sur-Aisne;36;140;18;86;37;130;11;84
02542;Neuflieux;10;23;4;12;8;27;7;11
02543;Neuilly-Saint-Front;133;569;108;344;118;615;110;372
02544;Neuve-Maison;50;166;28;104;33;200;39;111
02545;La Neuville-Bosmont;9;72;34;29;9;48;11;28
02546;La Neuville-en-Beine;17;57;8;35;14;58;4;37
02547;La Neuville-Housset;0;26;6;14;6;21;2;19
02548;La Neuville-lès-Dorengt;22;105;27;56;22;113;23;68
02549;Neuville-Saint-Amand;64;264;44;154;66;248;37;146
02550;Neuville-sur-Ailette;7;41;2;29;10;33;6;20
02551;Neuville-sur-Margival;4;34;4;25;5;37;7;26
02552;Neuvillette;11;59;8;36;14;71;16;43
02553;Nizy-le-Comte;22;75;11;46;17;64;7;34
02554;Nogentel;81;328;55;214;60;330;47;202
02555;Nogent-l'Artaud;153;623;104;365;154;646;105;388
02556;Noircourt;10;24;1;13;11;19;1;8
02557;Noroy-sur-Ourcq;8;48;7;29;12;39;8;23
02558;Le Nouvion-en-Thiérache;197;735;140;406;189;719;127;395
02559;Nouvion-et-Catillon;39;155;27;96;31;157;28;90
02560;Nouvion-le-Comte;26;71;13;40;19;74;8;41
02561;Nouvion-le-Vineux;14;44;10;20;15;44;7;24
02562;Nouvron-Vingré;10;74;10;52;11;64;9;45
02563;Noyales;23;52;9;27;16;43;5;15
02564;Bernoy-le-Château;63;267;52;151;64;254;43;148
02565;Œuilly;27;92;14;56;22;95;9;59
02566;Ognes;71;316;42;184;90;306;43;192
02567;Ohis;25;84;13;53;18;89;14;50
02568;Oigny-en-Valois;12;52;3;32;17;45;4;28
02569;Oisy;29;136;27;87;22;139;25;85
02570;Ollezy;6;63;11;45;7;49;5;38
