Insee - Statistiques locales; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; 
Code;Libellé;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010
02031;Aubenton;210;38;123;49;198;36;125;38
02032;Aubigny-aux-Kaisnes;81;20;46;15;74;11;49;14
02033;Aubigny-en-Laonnois;41;6;24;11;35;6;23;6
02034;Audignicourt;36;6;18;13;34;6;22;7
02035;Audigny;80;17;50;14;75;10;54;10
02036;Augy;30;8;21;1;24;2;19;3
02037;Aulnois-sous-Laon;415;73;251;92;421;60;265;97
02038;Les Autels;18;2;10;6;16;2;9;5
02039;Autremencourt;51;10;34;7;60;23;31;6
02040;Autreppes;58;10;42;6;60;12;39;9
02041;Autreville;264;44;156;64;267;31;163;73
02042;Azy-sur-Marne;125;21;71;32;142;21;77;43
02043;Bagneux;23;4;14;5;25;2;18;5
02044;Bancigny;10;2;4;4;9;2;4;3
02046;Barenton-Bugny;195;32;126;37;187;19;135;32
02047;Barenton-Cel;52;8;33;10;45;9;28;7
02048;Barenton-sur-Serre;39;4;26;9;41;6;25;10
02049;Barisis-aux-Bois;242;43;148;51;216;26;137;54
02050;Barzy-en-Thiérache;91;15;57;19;92;16;54;22
02051;Barzy-sur-Marne;117;14;69;35;125;18;77;31
02052;Bassoles-Aulers;40;6;27;7;47;7;32;8
02053;Vallées en Champagne;195;27;122;46;174;25;118;31
02054;Bazoches-et-Saint-Thibaut;166;30;106;31;159;22;107;31
02055;Beaumé;34;10;13;11;27;3;18;6
02056;Beaumont-en-Beine;49;2;39;9;51;8;36;8
02057;Beaurevoir;458;95;277;86;446;81;281;85
02058;Beaurieux;254;41;165;49;231;39;151;41
02059;Beautor;865;156;525;184;835;139;480;215
02060;Beauvois-en-Vermandois;92;15;59;18;89;16;55;18
02061;Becquigny;95;17;61;17;86;14;60;12
02062;Belleau;47;5;30;12;36;7;24;5
02063;Bellenglise;115;15;76;24;131;21;79;31
02064;Belleu;1150;227;667;256;1199;200;722;277
02065;Bellicourt;202;26;132;44;211;36;131;44
02066;Benay;72;10;45;16;74;13;48;12
02067;Bergues-sur-Sambre;73;6;48;19;69;15;43;11
02068;Berlancourt;29;3;19;7;30;1;20;9
02069;Berlise;41;6;25;10;36;3;23;10
02070;Bernot;141;19;92;30;142;21;92;29
02071;Berny-Rivière;209;35;120;53;199;24;127;48
02072;Berrieux;59;7;40;12;54;7;41;6
02073;Berry-au-Bac;210;38;131;41;177;28;118;31
02074;Bertaucourt-Epourdon;204;28;128;48;206;35;131;40
02075;Berthenicourt;73;14;43;15;68;10;45;12
02076;Bertricourt;46;6;38;3;48;4;35;8
02078;Besmé;54;9;34;10;52;8;35;8
02079;Besmont;52;15;26;12;35;4;22;9
02080;Besny-et-Loizy;127;28;75;24;127;22;80;25
02081;Béthancourt-en-Vaux;137;25;92;21;137;22;92;24
02082;Beugneux;40;4;29;6;43;9;28;6
02083;Beuvardes;244;42;143;59;224;38;138;48
02084;Bézu-le-Guéry;90;13;61;16;88;13;63;12
02085;Bézu-Saint-Germain;324;56;231;38;295;38;212;45
02086;Bichancourt;332;46;212;74;338;44;220;74
02087;Bieuxy;10;0;6;4;10;0;6;4
02088;Bièvres;25;3;15;6;26;4;15;6
02089;Billy-sur-Aisne;342;55;198;90;339;49;200;90
02090;Billy-sur-Ourcq;63;9;44;10;65;11;43;11
02091;Blanzy-lès-Fismes;27;7;14;6;33;8;16;9
02093;Blérancourt;380;63;233;84;380;61;234;85
02094;Blesmes;141;24;83;33;123;18;69;37
02095;Bohain-en-Vermandois;1759;411;1006;343;1909;446;1078;385
02096;Bois-lès-Pargny;62;11;39;13;62;7;44;12
02097;Boncourt;88;13;56;19;85;13;56;16
02098;Bonneil;140;29;83;28;136;26;79;31
02099;Bonnesvalyn;83;9;60;14;70;9;52;8
02100;Bony;46;9;28;9;45;10;31;4
02101;Bosmont-sur-Serre;68;7;42;19;58;5;38;15
02102;Bouconville-Vauclair;62;12;36;14;51;8;35;7
02103;Boué;389;75;209;104;405;57;232;117
02104;Bouffignereux;31;2;22;8;31;5;21;6
02105;Bouresches;72;14;47;11;65;12;42;11
02106;Bourg-et-Comin;205;37;119;49;201;37;124;40
02107;Bourguignon-sous-Coucy;38;7;24;7;24;4;18;2
02108;Bourguignon-sous-Montbavin;36;4;22;11;35;1;24;10
02109;La Bouteille;162;36;91;35;158;23;98;37
02110;Braine;620;105;387;129;636;101;415;120
02111;Brancourt-en-Laonnois;231;42;135;54;220;38;133;49
02112;Brancourt-le-Grand;195;38;120;37;196;33;127;36
02114;Brasles;392;65;221;106;417;65;251;101
02115;Braye-en-Laonnois;60;5;46;8;69;8;42;19
02116;Braye-en-Thiérache;47;7;27;13;37;5;21;11
02117;Bray-Saint-Christophe;28;3;17;8;28;2;20;6
02118;Braye;45;11;26;8;36;6;21;9
02119;Brécy;110;13;75;22;112;18;79;15
02120;Brenelle;67;12;38;17;61;6;38;17
02121;Breny;92;19;58;15;81;11;56;14
02122;Brie;22;3;12;7;20;2;12;6
02123;Brissay-Choigny;96;12;61;23;98;12;63;23
02124;Brissy-Hamégicourt;218;31;131;56;196;30;117;49
02125;Brumetz;59;8;41;10;68;13;47;8
02126;Brunehamel;156;34;82;39;162;22;98;42
02127;Bruyères-sur-Fère;66;15;44;8;60;12;37;12
02128;Bruyères-et-Montbérault;507;107;292;108;508;93;293;122
02129;Bruys;10;0;8;2;5;0;3;2
02130;Bucilly;67;9;35;23;62;7;34;21
02131;Bucy-le-Long;611;111;374;125;640;116;397;127
02132;Bucy-lès-Cerny;63;9;45;9;61;3;43;15
02133;Bucy-lès-Pierrepont;121;23;76;22;132;24;94;14
02134;Buire;268;51;159;59;265;39;178;47
02135;Buironfosse;383;75;229;79;351;56;222;73
02136;Burelles;47;10;26;11;47;5;29;13
02137;Bussiares;34;4;27;3;40;6;29;5
02138;Buzancy;61;2;39;20;70;13;41;16
02139;Caillouël-Crépigny;151;19;86;46;151;24;82;45
02140;Camelin;138;28;77;33;142;21;86;35
02141;La Capelle;554;103;317;134;589;130;312;147
02142;Castres;80;14;47;19;69;7;49;13
02143;Le Catelet;61;10;39;13;56;8;39;10
02144;Caulaincourt;44;3;31;9;41;4;32;4
02145;Caumont;196;34;121;41;186;27;122;37
02146;Celles-lès-Condé;23;3;16;5;18;4;12;2
02148;Celles-sur-Aisne;91;16;60;15;79;12;54;13
02149;Cerizy;18;1;15;2;19;3;13;3
02150;Cerny-en-Laonnois;23;4;13;6;21;4;13;4
02151;Cerny-lès-Bucy;44;12;25;6;35;4;27;3
02152;Cerseuil;36;10;17;8;30;4;16;9
02153;Cessières-Suzy;263;41;160;62;258;30;159;69
02154;Chacrise;106;13;66;27;110;17;67;26
02155;Chaillevois;58;15;34;9;60;4;45;11
02156;Chalandry;73;8;51;13;70;7;44;18
02157;Chambry;228;47;117;64;225;15;144;66
02158;Chamouille;81;10;56;15;84;9;62;13
02159;Champs;88;17;53;18;93;19;57;17
02160;Chaourse;165;22;104;39;158;35;86;38
02162;La Chapelle-sur-Chézy;85;16;57;12;86;13;66;7
02163;Charly-sur-Marne;856;168;513;175;889;161;558;170
02164;Le Charmel;105;19;56;30;105;19;62;24
02165;Charmes;493;83;290;119;511;81;296;134
02166;Chartèves;124;20;74;30;123;22;80;21
02167;Chassemy;263;44;169;50;243;38;170;35
02168;Château-Thierry;4522;910;2727;885;4746;944;2828;973
02169;Châtillon-lès-Sons;29;5;17;6;19;1;14;5
02170;Châtillon-sur-Oise;48;5;29;14;41;5;26;10
02171;Chaudardes;29;4;20;5;30;7;21;2
02172;Chaudun;86;16;54;16;84;12;62;10
02173;Chauny;3572;809;2055;707;4040;793;2413;834
02174;Chavignon;254;43;156;55;251;33;161;57
02175;Chavigny;58;15;37;6;46;5;31;10
02176;Chavonne;64;10;47;7;60;8;45;7
02177;Chérêt;41;3;24;14;39;2;30;7
02178;Chermizy-Ailles;31;4;22;4;30;4;20;5
02179;Chéry-Chartreuve;119;15;83;21;103;18;66;19
02180;Chéry-lès-Pouilly;222;31;137;54;208;20;140;48
02181;Chéry-lès-Rozoy;31;7;18;7;26;7;16;4
02182;Chevennes;45;5;28;11;45;5;31;8
02183;Chevregny;67;11;42;14;62;13;40;9
02184;Chevresis-Monceau;96;9;70;17;96;12;67;17
02185;Chézy-en-Orxois;106;13;74;19;112;12;74;26
02186;Chézy-sur-Marne;402;64;215;123;418;65;243;109
02187;Chierry;303;41;191;70;325;45;201;79
02188;Chigny;45;4;24;16;44;3;27;14
02189;Chivres-en-Laonnois;130;28;79;22;112;18;79;15
02190;Chivres-Val;177;21;111;45;194;33;121;40
02191;Chivy-lès-Étouvelles;176;32;97;47;187;39;105;43
02192;Chouy;133;19;95;19;135;27;88;20
02193;Cierges;24;1;19;4;21;2;14;5
02194;Cilly;81;17;45;19;61;7;40;14
02195;Ciry-Salsogne;282;37;184;61;281;40;189;52
02196;Clacy-et-Thierret;118;16;73;28;108;12;69;26
02197;Clairfontaine;193;55;109;29;194;57;112;25
02198;Clamecy;82;13;42;27;75;9;41;25
02199;Clastres;207;26;140;41;193;35;119;39
02200;Clermont-les-Fermes;45;10;29;6;39;7;26;6
02201;Cœuvres-et-Valsery;127;23;83;21;106;12;77;17
02203;Coincy;421;88;252;81;394;60;258;75
02204;Coingt;21;0;13;8;18;2;12;4
02205;Colligis-Crandelain;63;11;33;19;61;12;39;10
02206;Colonfay;20;4;13;4;22;4;14;4
02207;Commenchon;53;2;39;12;64;8;42;14
02208;Concevreux;85;10;62;13;78;8;64;6
02209;Condé-en-Brie;202;36;129;37;201;34;126;41
02210;Condé-sur-Aisne;150;38;86;26;135;23;87;25
02211;Condé-sur-Suippe;76;7;46;23;73;7;43;23
02212;Condren;220;35;136;49;227;32;128;67
02213;Connigis;118;19;67;33;118;24;63;32
02214;Contescourt;22;1;16;4;22;7;10;4
02215;Corbeny;235;37;154;45;231;44;146;41
02216;Corcy;116;20;69;27;109;14;69;27
02217;Coucy-le-Château-Auffrique;339;49;215;75;318;65;185;69
02218;Coucy-lès-Eppes;191;35;114;43;178;25;117;36
02219;Coucy-la-Ville;57;13;31;13;82;36;34;12
02220;Coulonges-Cohan;138;20;88;30;134;24;92;18
02221;Coupru;68;12;48;8;57;8;41;8
02222;Courbes;13;0;10;3;12;1;7;4
02223;Courboin;106;18;77;11;91;11;66;14
02224;Courcelles-sur-Vesle;114;30;68;16;112;24;73;15
02225;Courchamps;25;4;16;5;23;3;13;7
02226;Courmelles;526;100;295;131;554;93;310;151
02227;Courmont;42;9;18;15;30;1;22;7
02228;Courtemont-Varennes;101;20;65;16;82;9;54;20
02229;Courtrizy-et-Fussigny;24;3;14;7;20;4;10;6
02230;Couvrelles;66;7;42;17;71;8;52;11
02231;Couvron-et-Aumencourt;683;185;435;63;321;53;206;61
02232;Coyolles;223;31;156;36;96;22;50;24
02233;Cramaille;47;5;32;10;48;6;32;10
02234;Craonne;25;6;14;5;25;5;16;4
02235;Craonnelle;39;6;27;6;36;5;23;8
02236;Crécy-au-Mont;103;13;66;25;87;9;58;21
02237;Crécy-sur-Serre;444;72;297;75;443;86;278;79
02238;Crépy;575;93;380;102;586;88;396;102
02239;Crézancy;368;76;221;71;358;73;235;51
02240;Croix-Fonsomme;67;8;48;11;71;15;43;13
02241;La Croix-sur-Ourcq;42;11;23;8;42;7;27;8
02242;Crouttes-sur-Marne;217;41;137;39;218;31;142;45
02243;Crouy;846;138;501;206;888;156;518;214
02244;Crupilly;21;3;13;6;19;2;13;4
02245;Cuffies;602;224;296;82;537;146;300;91
02246;Cugny;214;36;134;43;190;35;125;30
02248;Cuirieux;53;8;33;12;51;9;32;10
02249;Cuiry-Housse;35;4;19;12;32;2;19;11
02250;Cuiry-lès-Chaudardes;27;3;21;2;22;4;17;1
02251;Cuiry-lès-Iviers;12;2;6;4;10;0;9;1
02252;Cuissy-et-Geny;25;6;16;3;22;5;12;5
02253;Cuisy-en-Almont;102;21;60;21;100;14;67;19
02254;Cutry;41;7;26;8;40;6;29;5
02255;Cys-la-Commune;49;10;32;6;54;13;27;13
02256;Dagny-Lambercy;38;3;20;15;43;6;25;12
02257;Dallon;128;18;67;43;141;26;72;43
02258;Dammard;132;16;93;23;126;14;84;28
02259;Dampleux;137;23;92;21;142;22;92;27
02260;Danizy;160;19;106;35;183;27;115;42
02261;Dercy;112;18;74;20;95;11;66;18
02262;Deuillet;75;15;46;14;73;9;47;17
02263;Dhuizel;41;5;30;6;33;3;26;4
02264;Dizy-le-Gros;266;56;155;55;222;27;154;41
02265;Dohis;26;2;15;9;27;2;15;10
02266;Dolignon;14;1;11;2;19;3;11;5
02267;Dommiers;96;9;75;12;90;14;64;12
02268;Domptin;211;28;150;32;220;40;150;30
02269;Dorengt;52;8;33;11;45;4;29;12
02270;Douchy;46;6;32;8;44;6;29;10
02271;Dravegny;47;9;32;7;44;5;31;9
02272;Droizy;31;5;20;6;22;4;14;4
02273;Dury;64;7;44;13;59;7;39;13
02274;Ébouleau;76;16;46;13;64;10;43;12
02275;Effry;133;25;79;29;108;21;63;24
02276;Englancourt;36;7;25;4;36;8;21;6
02277;Épagny;112;15;71;26;118;16;76;26
02278;Éparcy;17;4;9;3;16;4;8;3
02279;Épaux-Bézu;204;37;126;41;191;25;126;40
02280;Épieds;132;20;81;31;133;22;82;29
02281;L'Épine-aux-Bois;94;22;55;17;83;14;52;17
02282;Eppes;140;15;93;32;138;17;90;31
02283;Erlon;99;21;61;17;95;20;57;18
02284;Erloy;29;0;20;8;21;2;13;6
02286;Esquéhéries;281;42;171;67;261;31;160;69
02287;Essigny-le-Grand;373;54;210;108;369;46;212;110
02288;Essigny-le-Petit;112;16;74;22;114;20;72;22
02289;Essises;145;18;87;40;150;18;96;36
02290;Essômes-sur-Marne;928;163;578;187;880;138;560;181
02291;Estrées;133;21;87;26;139;23;83;34
02292;Étampes-sur-Marne;377;65;229;83;374;59;229;86
02293;Étaves-et-Bocquiaux;167;22;103;42;167;28;103;36
02294;Étouvelles;72;10;40;22;82;12;44;26
02295;Étréaupont;297;55;162;80;277;53;152;72
02296;Étreillers;378;54;227;97;364;45;233;86
02297;Étrépilly;26;3;16;7;27;2;17;8
02298;Étreux;504;91;297;116;511;99;306;107
02299;Évergnicourt;191;27;136;28;174;29;111;34
02302;Faverolles;126;27;81;18;106;17;72;17
02303;Fayet;172;22;101;49;171;18;104;49
02304;La Fère;866;208;543;116;1028;257;622;148
02305;Fère-en-Tardenois;974;200;560;215;986;178;581;227
02306;La Ferté-Chevresis;195;32;130;34;180;26;115;40
02307;La Ferté-Milon;736;162;423;151;716;121;431;164
02308;Fesmy-le-Sart;169;26;112;30;144;15;104;25
02309;Festieux;191;38;121;32;201;38;132;31
02310;Fieulaine;96;14;59;22;90;18;50;21
02311;Filain;47;8;32;7;38;6;27;5
02312;La Flamengrie;341;61;212;68;349;67;219;63
02313;Flavigny-le-Grand-et-Beaurain;153;31;88;33;149;26;86;37
02315;Flavy-le-Martel;509;97;307;105;484;78;293;113
02316;Fleury;40;7;26;8;49;9;23;18
02317;Fluquières;63;6;45;12;70;14;44;12
02318;Folembray;502;98;308;97;461;75;305;81
02319;Fonsomme;192;38;110;44;170;24;111;35
02320;Fontaine-lès-Clercs;105;24;69;13;100;18;67;16
02321;Fontaine-lès-Vervins;311;68;185;58;302;57;184;60
02322;Fontaine-Notre-Dame;134;14;80;39;117;12;69;35
02323;Fontaine-Uterte;46;5;32;9;43;7;28;8
02324;Fontenelle;92;15;56;20;83;11;58;13
02326;Fontenoy;165;34;91;40;164;22;97;45
02327;Foreste;58;12;34;11;51;6;30;15
02328;Fossoy;191;33;128;30;196;36;131;29
02329;Fourdrain;135;18;85;32;130;14;91;25
02330;Francilly-Selency;145;24;84;37;150;25;85;40
02331;Franqueville;40;5;27;8;43;6;30;7
02332;Fresnes-en-Tardenois;88;11;58;19;80;10;57;13
02333;Fresnes-sous-Coucy;50;7;34;9;47;8;33;6
02334;Fresnoy-le-Grand;965;171;589;205;961;171;588;202
02335;Fressancourt;84;21;51;12;67;10;46;11
02336;Frières-Faillouël;340;64;218;57;327;49;219;59
02337;Froidestrées;79;17;43;19;77;13;48;16
02338;Froidmont-Cohartille;78;9;58;11;82;13;53;16
02339;Gandelu;241;38;158;45;216;35;137;44
02340;Gauchy;1701;343;1024;334;1744;291;1064;389
02341;Gercy;100;15;60;25;98;13;64;22
02342;Gergny;56;12;38;7;49;9;33;8
02343;Germaine;22;0;17;5;25;3;15;7
02345;Gibercourt;12;1;8;4;16;4;11;1
02346;Gizy;223;29;133;61;214;33;117;64
02347;Gland;173;29;110;34;151;19;90;42
02349;Goudelancourt-lès-Berrieux;22;4;10;8;19;2;9;7
02350;Goudelancourt-lès-Pierrepont;48;9;26;12;44;11;23;9
02351;Goussancourt;34;2;28;3;29;2;23;4
02352;Gouy;189;27;123;38;180;25;113;41
02353;Grandlup-et-Fay;94;9;70;16;88;15;61;13
02354;Grandrieux;25;3;13;10;27;4;15;9
02355;Gricourt;285;41;191;53;298;46;194;58
02356;Grisolles;72;15;39;18;61;7;39;15
02357;Gronard;24;5;17;3;18;3;14;2
02358;Grougis;143;26;89;28;119;19;84;16
02359;Grugies;367;76;225;66;368;64;241;63
02360;Villeneuve-sur-Aisne;796;133;490;173;801;122;491;189
02361;Guise;1572;361;867;344;1588;336;891;361
02362;Guivry;87;13;46;29;87;15;54;19
02363;Guny;159;29;102;28;131;15;89;27
02364;Guyencourt;75;8;56;11;62;4;50;8
02366;Hannapes;89;11;59;19;87;16;60;11
02367;Happencourt;50;10;29;11;49;6;30;13
02368;Haramont;187;33;126;27;193;37;121;34
02369;Harcigny;75;9;50;15;70;7;46;16
02370;Hargicourt;181;29;118;35;182;30;110;42
02371;Harly;494;85;290;120;558;89;333;135
02372;Hartennes-et-Taux;117;18;69;30;103;17;66;20
02373;Hary;72;10;45;17;72;7;47;18
02374;Lehaucourt;311;57;208;46;298;58;195;45
02375;Hautevesnes;59;8;41;10;52;7;31;14
02376;Hauteville;56;6;41;9;51;10;32;9
02377;Haution;48;6;31;11;47;5;30;12
02378;La Hérie;56;9;33;14;47;10;22;15
02379;Le Hérie-la-Viéville;71;13;41;17;81;15;51;15
02380;Hinacourt;11;0;8;3;9;2;4;3
02381;Hirson;2782;584;1589;609;2954;563;1711;679
02382;Holnon;461;59;291;111;494;73;307;115
02383;Homblières;487;76;296;115;506;77;324;106
02384;Houry;22;4;15;3;18;1;13;4
02385;Housset;64;15;34;15;56;7;37;12
02386;Iron;74;14;42;17;70;7;40;22
02387;Itancourt;370;69;227;74;367;56;236;75
02388;Iviers;64;10;38;16;64;12;34;18
02389;Jaulgonne;204;33;120;51;196;27;125;44
02390;Jeancourt;78;12;53;12;84;14;53;16
02391;Jeantes;73;14;39;20;69;13;37;19
02392;Joncourt;112;15;71;26;96;13;65;18
02393;Jouaignes;57;15;31;10;61;16;39;5
02395;Jumencourt;49;6;30;13;52;11;29;12
02396;Jumigny;21;4;15;2;21;4;15;2
02397;Jussy;406;68;255;83;403;62;256;85
02398;Juvigny;94;20;62;11;82;13;61;7
02399;Juvincourt-et-Damary;161;21;104;36;150;19;102;29
02400;Laffaux;53;6;36;11;48;7;33;8
02401;Laigny;83;20;47;15;56;10;34;11
02402;Lanchy;13;1;10;2;17;2;10;5
02403;Landifay-et-Bertaignemont;85;19;53;14;83;10;53;21
02404;Landouzy-la-Cour;57;7;37;12;54;10;37;7
02405;Landouzy-la-Ville;175;31;100;44;160;20;91;48
02406;Landricourt;41;10;25;7;39;7;26;7
02407;Laniscourt;60;10;36;14;61;11;37;13
02408;Laon;8370;1955;5056;1359;8764;2039;5096;1630
02409;Lappion;93;18;60;15;91;14;63;14
02410;Largny-sur-Automne;75;10;49;16;81;19;49;13
02411;Latilly;67;14;45;8;66;9;49;8
02412;Launoy;33;3;26;4;34;8;21;5
02413;Laval-en-Laonnois;94;19;62;13;83;10;58;15
02414;Lavaqueresse;70;10;45;15;66;12;40;14
02415;Laversine;50;6;32;12;44;9;27;9
02416;Lemé;150;27;86;36;140;28;81;30
02417;Lempire;39;7;24;8;36;4;19;13
02418;Lerzy;71;11;42;17;70;15;41;13
02419;Leschelle;93;12;62;19;80;10;46;23
02420;Lesdins;281;39;160;82;292;37;183;72
02421;Lesges;26;1;19;6;29;1;22;6
02422;Lesquielles-Saint-Germain;268;51;171;47;270;56;165;50
02423;Leuilly-sous-Coucy;133;24;74;35;128;15;87;26
02424;Leury;35;6;16;14;35;6;15;15
02425;Leuze;51;7;33;11;47;8;29;10
02426;Levergies;200;26;126;47;193;30;116;46
02427;Lhuys;59;11;39;9;40;3;32;5
02428;Licy-Clignon;29;4;18;7;30;6;20;4
02429;Lierval;45;9;28;8;35;4;23;8
02430;Liesse-Notre-Dame;388;73;240;75;414;69;256;89
02431;Liez;150;25;84;41;139;18;77;44
02432;Limé;55;8;33;14;56;9;35;12
02433;Lislet;76;7;46;23;85;17;44;24
02435;Logny-lès-Aubenton;15;1;14;0;21;6;12;3
02438;Longpont;101;17;60;23;95;14;59;21
02439;Les Septvallons;385;51;266;68;376;67;250;59
02440;Lor;43;3;33;7;46;7;33;6
02441;Louâtre;73;10;42;20;67;8;47;11
02442;Loupeigne;29;4;19;6;28;6;17;5
02443;Lucy-le-Bocage;57;2;40;15;51;12;31;8
02444;Lugny;43;7;30;6;38;6;24;8
02445;Luzoir;81;14;54;13;84;10;49;25
02446;Ly-Fontaine;38;3;27;8;45;11;27;7
02447;Maast-et-Violaine;59;10;42;7;49;13;31;5
02448;Mâchecourt;47;6;23;18;41;6;22;13
02449;Macogny;21;1;15;5;25;3;17;5
02450;Macquigny;121;16;83;22;113;18;69;26
02451;Magny-la-Fosse;44;9;24;11;48;8;30;10
02452;Maissemy;76;9;46;21;75;12;45;18
02453;Maizy;138;19;94;25;137;22;91;24
02454;La Malmaison;124;21;80;23;122;16;84;22
02455;Malzy;70;10;40;20;59;11;33;14
02456;Manicamp;105;17;62;25;100;20;58;21
02457;Marchais;122;13;81;28;120;16;76;28
02458;Dhuys et Morin-en-Brie;251;34;166;50;242;41;163;38
02459;Marcy;50;3;32;16;47;4;29;14
02460;Marcy-sous-Marle;80;16;50;14;63;8;42;13
02461;Marest-Dampcourt;125;20;82;23;107;9;79;19
02462;Mareuil-en-Dôle;80;17;50;12;73;6;52;15
02463;Marfontaine;28;4;16;8;25;2;17;6
02464;Margival;101;11;72;18;101;19;64;18
02465;Marigny-en-Orxois;156;18;104;34;156;26;102;28
02466;Marizy-Sainte-Geneviève;46;5;30;12;45;9;24;13
02467;Marizy-Saint-Mard;18;3;15;0;20;5;13;2
02468;Marle;723;137;420;166;740;149;421;170
02469;Marly-Gomont;129;22;77;30;108;20;60;28
02470;Martigny;153;21;101;30;131;16;93;21
02471;Martigny-Courpierre;39;5;24;10;39;4;27;8
02472;Mauregny-en-Haye;147;29;95;23;134;19;88;27
02473;Mayot;65;10;45;10;50;7;37;6
02474;Mennessis;143;25;88;29;122;17;78;27
02476;Mennevret;208;50;130;28;204;36;129;39
02477;Mercin-et-Vaux;291;47;165;79;281;31;167;83
02478;Merlieux-et-Fouquerolles;90;14;58;18;93;16;57;20
02480;Mesbrecourt-Richecourt;115;19;79;17;87;13;59;15
02481;Mesnil-Saint-Laurent;142;10;87;45;161;22;90;49
02482;Meurival;21;2;16;3;15;0;10;5
02483;Mézières-sur-Oise;161;28;98;35;173;29;109;35
02484;Mézy-Moulins;179;28;108;43;168;26;106;36
02485;Missy-aux-Bois;36;6;23;7;31;3;21;7
02486;Missy-lès-Pierrepont;32;8;24;0;34;9;24;1
02487;Missy-sur-Aisne;256;44;148;64;246;38;142;66
02488;Molain;47;7;25;15;49;6;27;16
02489;Molinchart;109;14;74;21;108;17;75;16
02490;Monampteuil;47;5;31;11;45;5;29;11
02491;Monceau-le-Neuf-et-Faucouzy;110;17;79;14;107;22;61;24
02492;Monceau-lès-Leups;166;31;104;31;153;27;104;22
02493;Monceau-le-Waast;83;17;48;18;67;9;45;13
02494;Monceau-sur-Oise;39;8;22;9;31;4;23;4
02495;Mondrepuis;313;49;204;60;332;51;200;82
02496;Monnes;35;4;25;6;37;5;26;6
02497;Mons-en-Laonnois;359;54;210;96;366;55;216;95
02498;Montaigu;228;36;142;50;231;30;148;53
02499;Montbavin;14;5;5;3;10;1;7;3
02500;Montbrehain;252;42;157;54;258;46;146;66
02501;Montchâlons;23;0;15;8;20;3;12;5
02502;Montcornet;497;96;289;112;505;103;295;106
02503;Mont-d'Origny;294;57;174;62;284;54;171;59
02504;Montescourt-Lizerolles;527;112;339;76;506;85;331;90
02505;Montfaucon;55;5;38;12;55;6;36;13
02506;Montgobert;68;11;45;13;57;6;43;9
02507;Montgru-Saint-Hilaire;14;4;4;6;12;0;7;5
02508;Monthenault;40;2;24;14;33;4;18;11
02509;Monthiers;52;8;30;14;54;12;35;7
02510;Monthurel;47;6;31;10;39;2;30;7
02511;Montigny-en-Arrouaise;100;17;63;20;87;13;60;14
02512;Montigny-l'Allier;89;9;57;23;82;13;54;15
02513;Montigny-le-Franc;52;8;31;13;54;12;31;11
02514;Montigny-Lengrain;239;35;160;43;225;43;151;30
02515;Montigny-lès-Condé;26;1;15;10;30;4;16;10
02516;Montigny-sous-Marle;19;3;11;4;21;1;13;7
02517;Montigny-sur-Crécy;103;19;64;20;95;12;63;20
02518;Montlevon;86;12;54;20;74;13;48;13
02519;Montloué;52;6;32;15;54;11;32;12
02520;Mont-Notre-Dame;236;38;149;49;223;41;134;49
02521;Montreuil-aux-Lions;455;84;285;86;456;84;291;81
02522;Mont-Saint-Jean;24;3;14;6;24;3;13;7
02523;Mont-Saint-Martin;24;2;17;5;27;2;18;6
02524;Mont-Saint-Père;233;32;149;53;216;29;149;39
02525;Morcourt;172;20;112;41;198;24;131;44
02526;Morgny-en-Thiérache;37;5;23;9;29;6;17;6
02527;Morsain;156;30;99;28;128;21;86;22
02528;Mortefontaine;87;7;58;22;81;12;47;22
02529;Mortiers;63;14;37;12;68;13;46;9
02530;Moulins;27;1;20;5;31;2;22;6
02531;Moussy-Verneuil;39;10;23;6;39;9;20;10
02532;Moÿ-de-l'Aisne;318;50;197;72;305;50;195;61
02533;Muret-et-Crouttes;39;6;26;7;42;7;29;6
02534;Muscourt;15;0;10;4;12;1;8;2
02535;Nampcelles-la-Cour;46;8;25;13;38;7;21;10
02536;Nampteuil-sous-Muret;31;5;18;7;27;3;14;10
02537;Nanteuil-la-Fosse;50;10;34;6;43;4;33;6
02538;Nanteuil-Notre-Dame;22;4;10;8;20;5;8;7
02539;Nauroy;218;33;135;50;216;41;135;41
02540;Nesles-la-Montagne;416;68;255;93;400;60;259;81
02541;Neufchâtel-sur-Aisne;145;21;90;34;130;14;87;29
02542;Neuflieux;28;3;17;8;32;7;20;5
02543;Neuilly-Saint-Front;670;119;419;132;682;123;422;137
02544;Neuve-Maison;198;37;114;47;210;38;133;40
02545;La Neuville-Bosmont;74;37;28;8;50;8;32;10
02546;La Neuville-en-Beine;57;10;37;11;63;8;42;12
02547;La Neuville-Housset;18;3;10;5;19;6;11;2
02548;La Neuville-lès-Dorengt;113;17;71;25;121;18;75;27
02549;Neuville-Saint-Amand;313;58;179;76;295;42;176;77
02550;Neuville-sur-Ailette;36;6;19;11;33;2;24;7
