Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Taux de natalité annuel moyen 2015-2021;Taux de mortalité annuel moyen 2015-2021;Part des pers. âgées de - 15 ans 2021;Nb de pers. âgées de - de 25 ans 2021;Part des pers. âgées de - de 25 ans 2021;Nb de pers. âgées de 25 à 64 ans 2021;Part des pers. âgées de 25 à 64 ans 2021;Nb de pers. âgées de 65 ans ou + 2021;Part des pers. âgées de 65 ans ou + 2021;Nb de pers. âgées  de 75 ans ou plus 2021;Part des pers. âgées de 75 ans ou + 2021;Nb de pers. âgées de 80 ans ou + 2021;Part des pers. âgées de 80 ans ou + 2021
01264;Montracol;9.4;6.9;19.3;300;29.8;534;53;174;17.3;77;7.7;49;4.9
01265;Montréal-la-Cluse;10.2;7.2;19.1;1079;30.5;1813;51.2;649;18.3;296;8.4;180;5.1
01266;Montrevel-en-Bresse;5.8;18.6;13.5;647;25.1;1156;44.8;775;30.1;430;16.7;293;11.4
01267;Nurieux-Volognat;5.3;6.4;15.4;278;28.1;496;50.1;215;21.7;76;7.7;38;3.9
01268;Murs-et-Gélignieux;8;10;19.2;64;26.8;114;47.3;62;25.8;22;9.2;14;5.9
01269;Nantua;12.1;16.9;20.3;1110;32.2;1652;47.9;688;19.9;376;10.9;275;8
01272;Neuville-les-Dames;8.9;13.2;16.3;404;26.7;732;48.3;378;25;189;12.4;122;8
01273;Neuville-sur-Ain;10.5;5.8;21.1;556;30.9;920;51.2;322;17.9;124;6.9;71;4
01274;Les Neyrolles;11.8;8.2;21;219;34.6;312;49.3;102;16.1;44;7;27;4.2
01275;Neyron;9.1;4.6;18.2;748;29.5;1290;50.8;500;19.7;232;9.1;121;4.8
01276;Niévroz;12.7;4.5;21.8;519;31.8;886;54.2;228;14;85;5.2;43;2.6
01277;Nivollet-Montgriffon;12.8;10;17.6;31;26.9;65;56.3;19;16.8;11;9.2;6;5
01279;Oncieu;5.7;7.6;13.1;16;21.4;37;51.2;20;27.4;11;15.5;10;14.3
01280;Ordonnaz;6.8;15.8;17.9;38;27.2;64;45.7;38;27.2;11;7.9;6;4
01281;Ornex;9.3;4.4;23.1;1533;32.7;2606;55.6;551;11.7;241;5.1;163;3.5
01282;Outriaz;10.2;5.8;18.8;63;24.8;137;53.7;55;21.5;17;6.5;11;4.5
01283;Oyonnax;13.1;8.3;21.8;7312;32.8;10816;48.6;4150;18.6;1886;8.5;1149;5.2
01284;Ozan;12.1;5.8;18.7;214;29.5;406;56;105;14.5;49;6.7;30;4.1
01285;Parcieux;11.5;4.1;23.3;437;33.1;689;52.2;193;14.6;98;7.5;45;3.4
01286;Parves et Nattages;8.3;5.1;17.4;229;24;498;52.2;228;23.9;66;6.9;42;4.4
01288;Péron;9.7;3.2;22.2;898;31.6;1655;58.3;285;10;111;3.9;68;2.4
01289;Péronnas;8.8;12.2;16;1816;28.2;2869;44.5;1763;27.3;891;13.8;565;8.8
01290;Pérouges;10.2;6.2;17.3;368;27.3;673;50;305;22.6;136;10.1;89;6.6
01291;Perrex;9.9;7.9;17.9;226;26.5;442;51.9;184;21.6;60;7;33;3.9
01293;Peyriat;4.1;7.2;16.3;36;24.2;77;52.3;35;23.5;11;7.2;7;4.6
01294;Peyrieu;10.3;7.8;20;269;29.6;477;52.5;162;17.9;66;7.3;34;3.8
01295;Peyzieux-sur-Saône;12.2;4.3;26.6;234;35.1;369;55.4;63;9.5;20;2.9;6;0.9
01296;Pirajoux;10.9;7.9;20.7;121;29.8;219;53.7;67;16.5;23;5.6;16;3.9
01297;Pizay;13.1;2.8;22.6;298;32.6;499;54.6;117;12.8;43;4.7;28;3
01298;Plagne;19.2;3.6;22;43;26.7;80;50;38;23.3;10;6;3;2
01299;Le Plantay;13.5;3.3;21.5;172;29.7;322;55.6;85;14.7;40;6.9;22;3.8
01301;Polliat;10.8;6.9;18.8;733;27.7;1303;49.2;611;23.1;283;10.7;154;5.8
01302;Pollieu;10.2;8.2;13.3;32;18.8;90;53.3;47;27.9;19;11.5;10;6.1
01303;Poncin;9.8;7.2;18.2;507;29.3;866;50.1;356;20.6;161;9.3;97;5.6
01304;Pont-d'Ain;12;14.7;19.3;876;30.5;1421;49.5;574;20;280;9.8;195;6.8
01305;Pont-de-Vaux;6.4;20.6;13.2;518;23.7;982;44.9;688;31.4;433;19.8;346;15.8
01306;Pont-de-Veyle;8.8;21.3;15.4;459;28.2;737;45.2;434;26.6;266;16.3;198;12.2
01307;Port;11.2;4.9;17.6;231;27.4;426;50.5;187;22.2;90;10.7;51;6.1
01308;Pougny;3.9;5.6;18.6;240;30.1;416;52.3;140;17.6;53;6.7;24;3.1
01309;Pouillat;11.5;11.5;10.4;16;19.5;42;51.9;23;28.6;12;14.3;4;5.2
01310;Prémeyzel;4.1;14.5;13.5;43;17.6;175;71;28;11.4;7;2.9;3;1.2
01311;Prémillieu;10.9;10.9;15.9;9;20.5;26;59.1;9;20.5;5;11.4;3;6.8
01313;Prévessin-Moëns;9.1;2.1;24.1;3023;33.3;5144;56.8;896;9.9;310;3.4;169;1.9
01314;Priay;13.8;7.7;21.6;542;30.7;938;53.2;284;16.1;145;8.2;96;5.4
01317;Ramasse;13;9.9;24.7;108;32.6;175;53;48;14.4;23;6.9;15;4.5
01318;Rancé;10.8;4.1;20.8;235;31.7;412;55.6;94;12.7;25;3.4;13;1.7
01319;Relevant;11.5;6.4;20.6;139;29.8;246;52.7;82;17.5;40;8.6;23;5
01320;Replonges;9.7;7.9;20.3;1152;29.6;1961;50.3;786;20.2;350;9;194;5
01321;Revonnas;7.6;5.4;20.9;280;31.3;458;51.1;158;17.6;51;5.7;24;2.7
01322;Reyrieux;8.7;18.2;19.5;1584;31.1;2537;49.8;978;19.2;466;9.1;320;6.3
01323;Reyssouze;9.3;8.8;17.8;269;26.6;504;49.9;238;23.5;123;12.2;67;6.6
01325;Rignieux-le-Franc;12.5;2.6;20.7;320;29.2;572;52.1;205;18.7;68;6.2;31;2.8
01328;Romans;8;28.1;18.8;169;27.5;299;48.4;149;24.1;91;14.8;68;11.1
01329;Rossillon;2.2;18.4;18.3;37;23.2;88;54.9;35;22;14;8.5;12;7.3
01330;Ruffieu;2.8;13;12.8;35;20;91;51.7;50;28.3;23;12.8;17;9.4
01331;Saint-Alban;11;11;18.2;53;27.6;109;56.8;30;15.6;25;13;18;9.4
01332;Saint-André-de-Bâgé;9.9;4.3;19.1;241;29.8;438;54.2;129;16;41;5.1;18;2.3
01333;Saint-André-de-Corcy;10.4;10.6;17.6;950;28.2;1621;48.1;797;23.7;370;11;223;6.6
01334;Saint-André-d'Huiriat;13.8;5.4;23.6;217;32.2;363;53.7;95;14.1;34;5;18;2.6
01335;Saint-André-le-Bouchoux;11.8;5;28.3;156;37.2;211;50.4;52;12.3;22;5.4;10;2.4
01336;Saint-André-sur-Vieux-Jonc;8.6;5.3;22.5;377;31.1;605;50;229;18.9;86;7.1;47;3.9
01337;Saint-Bénigne;9.5;7;20.8;398;29.6;662;49.3;283;21.1;110;8.2;58;4.4
01338;Groslée-Saint-Benoit;10.3;7.3;19.7;345;27.9;623;50.4;269;21.7;107;8.7;51;4.1
01339;Saint-Bernard;7.4;24.9;16.3;383;25.6;736;49.2;378;25.3;180;12;121;8
01342;Sainte-Croix;8.4;3.6;19.9;174;31.8;303;55.4;70;12.8;29;5.4;11;2.1
01343;Saint-Cyr-sur-Menthon;12.2;6.2;21.9;576;31.3;940;51;328;17.8;119;6.4;62;3.4
01344;Saint-Denis-lès-Bourg;8.7;7.7;17.9;1627;26.8;2956;48.7;1480;24.4;692;11.4;444;7.3
01345;Saint-Denis-en-Bugey;9.1;6.5;17.8;652;29.1;1132;50.5;457;20.4;183;8.2;110;4.9
01346;Saint-Didier-d'Aussiat;9.2;5.7;19.9;252;29.6;443;52.2;155;18.2;79;9.3;52;6.1
01347;Saint-Didier-de-Formans;9.1;4.4;20.2;646;30.2;1116;52.1;380;17.7;117;5.5;66;3.1
01348;Saint-Didier-sur-Chalaronne;8.2;8;19.7;936;30.7;1524;49.9;593;19.4;278;9.1;157;5.2
01349;Saint-Éloi;12.5;5.2;21.2;153;29.1;255;48.8;116;22.1;30;5.6;12;2.3
01350;Saint-Étienne-du-Bois;10.2;6.4;17.9;710;27.8;1258;49.3;585;22.9;287;11.3;166;6.5
01351;Saint-Étienne-sur-Chalaronne;11.5;7.5;23.2;533;33.1;835;51.8;245;15.2;104;6.5;62;3.8
01352;Saint-Étienne-sur-Reyssouze;10.8;6.7;22.5;176;30.4;291;50;114;19.6;51;8.8;31;5.3
01353;Sainte-Euphémie;9.7;2.7;21.2;561;32.4;965;55.8;204;11.8;69;4;41;2.4
01354;Saint-Genis-Pouilly;11.5;2.1;22.9;4801;33;8447;58;1310;9;597;4.1;317;2.2
01355;Saint-Genis-sur-Menthon;11.1;6.6;18.9;132;27.1;253;52;101;20.9;30;6.1;16;3.2
01356;Saint-Georges-sur-Renon;10.9;7;22.5;65;32.5;107;53.6;28;13.9;8;3.8;5;2.4
01357;Saint-Germain-de-Joux;15.1;6.3;18.2;145;28.6;279;55.3;81;16;29;5.7;13;2.6
01358;Saint-Germain-les-Paroisses;8.2;7;18;109;25.8;201;47.3;114;26.9;58;13.6;36;8.6
01359;Saint-Germain-sur-Renon;16.5;5.5;22.2;79;30.6;130;50.7;48;18.6;14;5.3;7;2.7
01360;Saint-Jean-de-Gonville;10.6;3.6;22.7;607;30.6;1145;57.6;235;11.8;110;5.5;54;2.7
01361;Saint-Jean-de-Niost;9.8;3.5;20.1;549;30.1;992;54.3;285;15.6;105;5.7;61;3.3
01362;Saint-Jean-de-Thurigneux;12.5;3.5;22.5;269;32.4;433;52.2;127;15.4;49;5.9;17;2
01363;Saint-Jean-le-Vieux;11.1;6.5;17.2;503;28.2;954;53.4;329;18.4;153;8.6;108;6
01364;Saint-Jean-sur-Reyssouze;11.4;6.9;19.1;209;27.2;381;49.7;177;23;72;9.3;58;7.6
01365;Saint-Jean-sur-Veyle;7.7;6.8;19.9;348;30;566;48.8;245;21.2;96;8.3;45;3.9
01366;Sainte-Julie;13;4.6;23.3;387;35.5;580;53.2;123;11.3;47;4.3;26;2.4
01367;Saint-Julien-sur-Reyssouze;6.8;10.5;18.7;215;30.4;335;47.3;158;22.3;91;12.9;61;8.6
01368;Saint-Julien-sur-Veyle;12;5;20.4;267;31.4;422;49.7;159;18.8;65;7.7;35;4.1
01369;Saint-Just;9.9;7.6;16.1;234;24.5;482;50.5;238;25;99;10.4;49;5.1
01370;Saint-Laurent-sur-Saône;10.4;20.1;12.1;394;23.7;909;54.8;357;21.5;216;13;169;10.2
01371;Saint-Marcel;9.5;2.7;20.3;398;31.6;713;56.5;150;11.9;57;4.5;31;2.4
01372;Saint-Martin-de-Bavel;5.4;8.8;19.2;132;30.3;222;50.9;82;18.8;26;5.9;18;4.1
01373;Saint-Martin-du-Frêne;8.3;7.4;16.1;276;26.7;561;54.3;196;19;97;9.4;60;5.8
01374;Saint-Martin-du-Mont;12.2;6.6;19.8;544;28.6;999;52.6;356;18.7;135;7.1;83;4.4
01375;Saint-Martin-le-Châtel;13;4.8;20;223;28.6;418;53.6;140;17.9;55;7;37;4.8
01376;Saint-Maurice-de-Beynost;12.9;9.4;21.1;1338;32.2;2086;50.2;731;17.6;382;9.2;230;5.5
01378;Saint-Maurice-de-Gourdans;10.6;4.3;20.1;842;30.6;1501;54.6;405;14.7;167;6.1;97;3.5
01379;Saint-Maurice-de-Rémens;12.8;6.4;22.8;248;32.7;391;51.8;117;15.5;47;6.2;31;4.1
01380;Saint-Nizier-le-Bouchoux;5.7;13.9;16;148;24.8;292;48.8;158;26.5;79;13.2;49;8.2
01381;Saint-Nizier-le-Désert;11.3;3.1;23;304;33;479;51.9;139;15.1;43;4.7;23;2.5
01382;Sainte-Olive;4.9;6;24.2;105;31.8;175;53;50;15.2;21;6.2;10;3.1
01383;Saint-Paul-de-Varax;12.5;8.3;22.1;553;33.7;820;50;268;16.3;95;5.8;58;3.6
01384;Saint-Rambert-en-Bugey;10.9;17.2;20.1;651;30;1063;48.9;459;21.1;253;11.7;179;8.2
01385;Saint-Rémy;6.5;6.4;16.7;244;25.9;479;50.8;220;23.3;93;9.9;55;5.9
01386;Saint-Sorlin-en-Bugey;8.6;5.6;18.6;324;28.8;591;52.5;210;18.6;96;8.6;58;5.2
01387;Saint-Sulpice;15;6.1;27;92;35.5;137;52.7;30;11.7;11;4.3;7;2.7
01388;Saint-Trivier-de-Courtes;11.5;30.9;15.4;271;24.2;483;43.1;365;32.6;218;19.5;164;14.6
01389;Saint-Trivier-sur-Moignans;11.6;15.8;18.3;518;27.9;948;51;391;21.1;206;11.1;147;7.9
01390;Saint-Vulbas;13.6;18.2;21.1;354;28.7;683;55.4;197;15.9;103;8.3;77;6.2
01391;Salavre;6.4;8.2;12.6;57;20;133;47;94;33;43;15;23;8
01392;Samognat;6.1;3.5;17.5;187;28.3;377;57.1;96;14.5;37;5.6;21;3.2
01393;Sandrans;8.7;4.3;19.1;181;31.9;303;53.4;83;14.7;35;6.2;20;3.6
01396;Sault-Brénaz;7.9;8.6;16;287;28.8;507;50.9;203;20.4;105;10.6;66;6.6
01397;Sauverny;5.6;2.5;17.3;272;27.4;536;54;184;18.5;60;6;26;2.6
01398;Savigneux;14.3;3.8;23.9;481;33.2;776;53.5;192;13.2;63;4.3;42;2.9
01399;Ségny;8.9;3;23.9;786;32.6;1359;56.4;267;11.1;134;5.5;69;2.9
01400;Seillonnaz;9.7;9.7;17.9;36;26.1;72;52.2;30;21.6;13;9.7;4;3
01401;Sergy;6.8;3.9;23.2;724;32.6;1182;53.3;313;14.1;145;6.5;82;3.7
01402;Sermoyer;6.4;11.9;16.7;157;24.2;338;52.2;153;23.6;74;11.5;62;9.6
01403;Serrières-de-Briord;8.4;9.2;17.5;379;28.9;659;50.2;274;20.9;144;11;96;7.3
01404;Serrières-sur-Ain;11.5;14.1;11.1;23;17;68;51.1;43;31.9;15;11.1;5;3.7
01405;Servas;13;4.8;20.1;413;32.5;681;53.7;176;13.8;58;4.6;27;2.1
01406;Servignat;11.4;4.7;17.8;45;25.9;92;52.3;38;21.8;15;8.6;8;4.6
01407;Seyssel;10.4;7.9;18.2;291;29;523;52.3;187;18.7;73;7.3;48;4.8
01408;Simandre-sur-Suran;7.7;5.2;18.7;194;29.6;341;52;120;18.3;42;6.4;26;4
01410;Sonthonnax-la-Montagne;7.6;4.3;18.7;73;25;168;57.5;51;17.5;11;3.6;7;2.5
01411;Souclin;6.9;5;15.4;71;26.8;141;52.7;55;20.5;24;9.1;16;6.2
01412;Sulignat;14.3;5.1;21.9;186;30.5;335;55;88;14.4;38;6.2;21;3.4
01415;Talissieu;7.7;19.7;13;104;19.9;245;47.1;171;32.9;107;20.6;86;16.5
01416;Tenay;10.1;23;17.3;259;25.6;495;48.9;259;25.5;128;12.6;91;9
01418;Thil;8.4;3.8;21.1;360;31.1;621;53.7;175;15.1;64;5.6;32;2.8
01419;Thoiry;9.5;3.1;21.5;1856;30.2;3563;58.1;717;11.7;279;4.5;153;2.5
01420;Thoissey;9.2;24.7;14.9;435;26.3;737;44.6;483;29.2;311;18.8;242;14.6
01421;Torcieu;11.1;9.1;20.2;214;28.8;391;52.5;139;18.7;55;7.4;31;4.2
01422;Tossiat;9.7;5.7;18.5;357;26.4;730;54;265;19.6;99;7.3;58;4.3
01423;Toussieux;19;2.9;25.5;397;33.1;677;56.5;124;10.3;46;3.9;23;1.9
01424;Tramoyes;9.4;4.5;20.4;555;30.1;1007;54.6;281;15.2;110;6;50;2.7
01425;La Tranclière;7.5;6.9;16.9;70;24.5;152;53.1;64;22.4;36;12.7;21;7.2
01426;Val-Revermont;8.9;5.8;17.8;690;27.6;1325;53;485;19.4;206;8.2;117;4.7
01427;Trévoux;13.6;5.8;21.6;2233;32.1;3646;52.5;1067;15.4;438;6.3;264;3.8
01428;Valeins;8.9;2.6;22.2;49;37.3;62;47.6;20;15.1;7;5.6;3;2.4
01429;Vandeins;10.5;4.3;19.2;217;30.3;381;53.1;119;16.6;46;6.4;24;3.3
01430;Varambon;12.6;4.9;20.4;188;28.8;360;55;106;16.2;35;5.3;19;3
01431;Vaux-en-Bugey;9.1;4.5;19.2;359;29.1;643;52.1;232;18.8;119;9.6;72;5.8
01432;Verjon;9.7;7.4;19.5;102;30.1;174;51.4;63;18.5;23;6.7;12;3.7
01433;Vernoux;10.1;3.7;22.2;97;32.2;169;56.3;35;11.5;15;5.1;9;3
01434;Versailleux;17.3;4.8;27.1;162;32.9;265;53.6;67;13.5;33;6.7;14;2.9
01435;Versonnex;7.1;2.7;22.4;694;32.5;1173;54.9;270;12.6;92;4.3;44;2
01436;Vesancy;8.3;3.7;17.1;132;26.4;285;56.7;85;16.9;38;7.6;23;4.6
01437;Vescours;6.3;5.6;23.8;65;29.6;109;49.8;45;20.6;19;8.5;12;5.4
01439;Vésines;10.1;8.4;14.6;23;24;49;50;26;26;6;6.2;2;2.1
01441;Vieu-d'Izenave;10.1;6.1;23.9;242;32.9;363;49.4;130;17.7;44;5.9;26;3.5
01443;Villars-les-Dombes;12.6;12.7;16.4;1356;27.4;2500;50.5;1097;22.2;570;11.5;410;8.3
01444;Villebois;8.2;6.4;19;328;27.4;646;54;223;18.6;66;5.5;38;3.2
01445;Villemotier;9.3;5.9;20.8;190;30.9;318;51.6;108;17.5;35;5.6;16;2.7
01446;Villeneuve;13.7;4.2;20.7;520;33.2;845;53.9;203;13;69;4.4;45;2.9
01447;Villereversure;11;22.1;18.6;368;27.2;666;49.2;319;23.6;172;12.7;122;9
01448;Villes;12.5;6.7;18;113;28.2;226;56.5;61;15.4;24;6;14;3.5
01449;Villette-sur-Ain;12.4;5.2;21.1;231;30.3;402;52.7;129;16.9;32;4.1;15;1.9
01450;Villieu-Loyes-Mollon;11.4;5.5;22.1;1207;31.8;1960;51.7;626;16.5;239;6.3;152;4
01451;Viriat;10.7;7.4;19.7;2062;30.3;3376;49.6;1370;20.1;623;9.2;341;5
01452;Virieu-le-Grand;11.3;7.4;18.6;325;29.1;591;52.8;202;18.1;92;8.2;67;6
01453;Arvière-en-Valromey;7.5;13.1;15.6;163;22.8;373;52.4;177;24.8;72;10.2;38;5.3
01454;Virignin;11.2;7;21.7;366;32.5;604;53.6;157;13.9;64;5.6;36;3.2
01456;Vongnes;9.4;18.8;16.9;14;19.7;30;42.3;27;38;9;12.7;6;8.5
01457;Vonnas;8.9;8;18.6;1003;31.2;1456;45.3;757;23.5;378;11.8;214;6.7
02001;Abbécourt;12;8.3;20.9;155;30.6;274;54;78;15.4;32;6.2;22;4.3
02002;Achery;9.4;8.9;18.6;200;33.7;286;48.1;108;18.2;53;8.9;29;4.9
02003;Acy;7.9;7.2;17.3;287;28.2;521;51.3;208;20.5;83;8.1;46;4.5
02004;Agnicourt-et-Séchelles;8.2;10;15.1;48;25.9;98;52.4;40;21.6;15;8.1;11;5.9
02005;Aguilcourt;8.8;6.7;22;121;30.8;201;51.1;71;18;21;5.3;8;2
02006;Aisonville-et-Bernoville;7.8;9.8;13.4;58;22.3;145;55.9;56;21.8;19;7.4;13;5.1
02007;Aizelles;11.1;13.8;17.8;28;23.7;72;60.2;19;16.1;11;9.3;6;5.1
02008;Aizy-Jouy;10.1;6.2;22.9;95;31.5;167;55;41;13.6;11;3.5;6;1.9
02009;Alaincourt;14.2;9.6;22.2;166;31.4;250;47.4;111;21.1;27;5.2;16;3.1
02010;Allemant;13.7;4.9;14.7;50;29.4;92;54.6;27;16;8;4.9;1;0.6
02011;Ambleny;9.3;6.7;17;321;27.2;610;51.6;250;21.2;86;7.3;45;3.8
02012;Ambrief;20.5;11.4;21.1;21;26.8;49;63.4;8;9.9;2;2.8;2;2.8
02013;Amifontaine;6.2;9.9;16.7;113;29.1;212;54.8;62;16;25;6.4;19;4.8
02014;Amigny-Rouy;7.5;7.8;21.5;209;29.2;371;51.8;136;19;39;5.5;21;3
02015;Ancienville;10.9;10.9;19.2;19;25.6;42;55.1;15;19.2;4;5.1;0;0
02016;Andelain;12.1;4.6;22.7;71;33.3;109;51.4;32;15.3;13;6;10;4.6
02017;Anguilcourt-le-Sart;11.5;8.8;23.8;96;32.7;155;52.7;43;14.6;12;4.2;6;1.9
02018;Anizy-le-Grand;9.6;9.1;17.8;773;30.3;1190;46.7;586;23;256;10;149;5.8
02019;Annois;11.9;10;16.8;95;26.7;175;49.4;85;23.9;31;8.9;16;4.4
02020;Any-Martin-Rieux;6.9;8;17.6;129;28.3;217;47.7;109;24;44;9.7;31;6.8
02021;Archon;6;10;11.7;19;24.7;40;50.6;19;24.7;10;13;6;7.8
02022;Arcy-Sainte-Restitue;14.1;13.3;20;109;27.2;223;56;67;16.8;24;5.9;16;4.1
02023;Armentières-sur-Ourcq;12.9;4.9;15.7;24;24.5;60;60.8;15;14.7;6;5.9;5;4.9
02024;Arrancy;3.3;23.1;11.1;9;20;23;48.9;15;31.1;8;17.8;7;15.6
02025;Artemps;9.1;7.7;20.7;110;30.2;187;51.2;68;18.6;23;6.3;14;3.8
02027;Assis-sur-Serre;12.1;13.6;15.9;52;25.2;109;52.8;45;22;15;7.5;11;5.1
02028;Athies-sous-Laon;9.9;8.1;19.8;750;28.8;1331;51.2;519;20;239;9.2;158;6.1
02029;Attilly;9.2;7.4;15.5;88;25.4;190;54.7;69;19.9;24;7;18;5.3
02030;Aubencheul-aux-Bois;7.4;11.8;11.9;61;24.7;123;49.6;64;25.7;37;15;18;7.3
02031;Aubenton;13.7;11.2;17.9;191;28.9;328;49.7;141;21.4;76;11.6;45;6.8
02032;Aubigny-aux-Kaisnes;10.1;11.5;19.9;71;28.6;140;56.7;36;14.7;15;6.1;9;3.5
02033;Aubigny-en-Laonnois;4.8;6.4;13.3;25;24.8;60;59;16;16.2;4;3.8;2;1.9
02034;Audignicourt;7.5;6;21.2;32;27.9;61;52.9;22;19.2;3;2.9;2;1.9
02035;Audigny;14.2;3.6;26.3;104;37;138;49.1;39;13.9;18;6.3;10;3.7
02036;Augy;12.5;8.3;18.1;18;25;40;56.9;13;18.1;9;12.5;6;8.3
02037;Aulnois-sous-Laon;8;7;20.8;424;31;681;49.8;264;19.3;94;6.9;59;4.3
02038;Les Autels;2.7;21.3;7.9;12;19;29;46;22;34.9;8;12.7;6;9.5
02039;Autremencourt;3.9;7.7;17.5;69;39.5;79;45.2;27;15.3;10;5.7;6;3.4
02040;Autreppes;11.3;6.6;21.3;57;32.6;87;49.4;32;18;19;10.7;12;6.7
02041;Autreville;8.6;9.7;16.3;204;25.4;398;49.4;203;25.2;87;10.7;53;6.6
02042;Azy-sur-Marne;9.9;9.5;14.7;97;25.9;186;49.7;91;24.4;34;9.1;14;3.7
02043;Bagneux;2.5;7.4;16.9;16;24.6;37;58.5;11;16.9;5;7.7;4;6.2
02044;Bancigny;19.5;6.5;33.3;8;33.3;11;45.8;5;20.8;0;0;0;0
02046;Barenton-Bugny;10;7;18.4;151;27.1;304;54.6;102;18.3;42;7.6;25;4.4
02047;Barenton-Cel;7.2;2.9;3.7;20;18.5;61;56.5;27;25;11;10.2;8;7.4
02048;Barenton-sur-Serre;11.8;11.8;24.2;41;31.2;72;55.5;17;13.3;4;3.1;1;0.8
02049;Barisis-aux-Bois;8.7;7.2;18.5;197;26.7;370;50;172;23.3;63;8.5;42;5.6
02050;Barzy-en-Thiérache;10.4;6.2;21.7;100;31.4;155;48.5;64;20.2;24;7.6;14;4.4
02051;Barzy-sur-Marne;9.9;19;16.7;101;25.7;195;49.9;96;24.5;44;11.2;29;7.4
02052;Bassoles-Aulers;16.8;8.4;20.6;37;28.7;66;51.5;26;19.9;9;6.6;7;5.1
02053;Vallées en Champagne;6.1;6.4;16;154;26.5;305;52.5;122;21;50;8.7;31;5.3
02054;Bazoches-et-Saint-Thibaut;8.8;3.5;19;153;29.1;278;53;93;17.8;40;7.7;25;4.8
02055;Beaumé;7.2;10.8;9;15;18;41;47.2;30;34.8;13;14.6;9;10.1
02056;Beaumont-en-Beine;8.6;9.6;16.7;52;29.8;97;55.4;26;14.9;12;6.5;5;3
02057;Beaurevoir;8.4;23;16.7;400;29.3;654;47.8;314;23;173;12.6;110;8
02058;Beaurieux;9.5;5.7;22.5;287;34.5;416;50.1;128;15.4;55;6.6;29;3.5
02059;Beautor;11.3;9.9;19.6;852;31.9;1229;46;591;22.1;242;9.1;149;5.6
02060;Beauvois-en-Vermandois;5.6;10.5;14.3;60;23.8;135;53.6;57;22.5;29;11.5;16;6.2
02061;Becquigny;12.6;4.4;24.3;91;35.1;134;51.8;34;13.1;10;3.7;2;0.7
02062;Belleau;9.8;3.7;18;37;27.8;68;50.4;29;21.8;11;8.3;7;5.3
02063;Bellenglise;13;6.1;19.6;112;29.5;195;51.4;73;19.1;23;5.9;12;3.2
02064;Belleu;8.5;25.3;14.9;912;24.7;1630;44.1;1151;31.2;623;16.9;408;11.1
02065;Bellicourt;8.7;7.8;19.6;178;31.1;286;49.8;110;19.2;42;7.4;21;3.7
02066;Benay;9.1;10;17.9;51;26.5;105;55.1;35;18.4;13;6.6;6;3.1
02067;Bergues-sur-Sambre;6.4;11.1;17.2;55;26.3;107;51.7;46;22;17;8.1;8;3.8
02068;Berlancourt;5.1;6.8;22.7;25;29.5;40;47.7;19;22.7;8;9.1;4;4.5
02069;Berlise;5.9;10.4;23.4;31;29.9;45;43;28;27.1;14;13.1;9;8.4
02070;Bernot;7.2;8.7;18.2;131;29.9;222;50.6;85;19.4;38;8.6;26;6
02071;Berny-Rivière;7.8;7;19;187;29.1;328;51.2;126;19.7;37;5.8;15;2.3
02072;Berrieux;8.1;6.3;20.9;47;26;105;58.2;28;15.8;11;6.2;9;5.1
02073;Berry-au-Bac;15.1;5.8;22.7;220;31.2;374;53.3;109;15.5;42;5.9;24;3.4
02074;Bertaucourt-Epourdon;9.4;7.2;22.4;185;31.6;303;51.5;99;16.9;32;5.5;14;2.4
02075;Berthenicourt;9.1;7.5;19.9;47;24.5;110;57.1;35;18.4;12;6.1;8;4.1
02076;Bertricourt;9.2;2;21.2;51;34;87;58.3;11;7.7;2;1.3;2;1.3
02078;Besmé;10.5;2.1;23.8;64;38.4;79;47.6;23;14;6;3.7;3;1.8
02079;Besmont;3.3;10.9;9.1;24;16.7;76;53.8;42;29.5;25;17.4;15;10.6
02080;Besny-et-Loizy;6.3;8.2;12.1;72;22.4;182;56.5;68;21.1;28;8.7;15;4.8
02081;Béthancourt-en-Vaux;9.8;6.9;17.4;122;28.5;246;57.4;60;14.1;25;5.8;16;3.8
02082;Beugneux;13.6;6;22.5;33;29.2;67;59.2;13;11.7;8;6.7;4;3.3
02083;Beuvardes;11.1;10.9;17.8;203;27.3;401;53.7;142;19;55;7.4;22;2.9
02084;Bézu-le-Guéry;10.4;7.1;23;76;30;142;56.3;34;13.6;13;5.3;7;2.6
02085;Bézu-Saint-Germain;9.6;4.6;25;366;37;542;54.7;82;8.3;34;3.4;19;2
02086;Bichancourt;9.6;7;17.5;276;27.7;511;51.3;209;21;82;8.3;52;5.2
02087;Bieuxy;21.5;5.4;20.6;8;23.5;19;55.9;7;20.6;3;8.8;0;0
02088;Bièvres;6.2;16.6;18.8;25;30;41;48.8;18;21.3;7;8.8;5;6.2
02089;Billy-sur-Aisne;7.7;8.3;16.1;294;25.5;555;48.2;302;26.2;135;11.7;74;6.4
02090;Billy-sur-Ourcq;12.8;8.8;24.6;68;34.4;104;52.3;27;13.3;10;5.1;6;3.1
02091;Blanzy-lès-Fismes;14.6;9.7;22.1;22;24.2;47;51.6;22;24.2;9;9.5;7;7.4
